Key,English,Vietnamese
PROPQUEST_SCENARIO_INC_000444,Magic always has a high cost and I used some terrible magic back then.,Phép thuật luôn có cái giá khá cao và hồi đó tôi đã sử dụng một số phép thuật khủng khiếp.
PROPQUEST_SCENARIO_INC_000445,"But never mind that, show me the bead you brought, I can feel its power from here.","Nhưng đừng bận tâm điều đó, hãy cho tôi xem hạt mà bạn mang theo, tôi có thể cảm nhận được sức mạnh của nó từ đây."
PROPQUEST_SCENARIO_INC_000446,"Yes, this is it. I have to check this first, so please come back to me in a minute.","Vâng, đây là nó. Tôi phải kiểm tra cái này trước, vì vậy hãy quay lại với tôi sau một phút."
PROPQUEST_SCENARIO_INC_000447,"*cough* *cough* Hey, do not be too greedy. Something that powerful could corrupt you to your core. *cough* *cough*","* khụ * * khụ * Này, đừng quá tham lam. Một thứ gì đó mạnh mẽ có thể làm hỏng giá trị của bạn. *ho ho*"
PROPQUEST_SCENARIO_INC_000448,"Hmmm I did not know he could make something like this, but I cannot say that I am surprised.","Hmmm, tôi không biết anh ấy có thể làm ra điều gì đó như thế này, nhưng tôi không thể nói rằng tôi rất ngạc nhiên."
PROPQUEST_SCENARIO_INC_000449,"It is no secret why I am called the Great Magician. Though, I have learned that being a great magician, does not make you a great person. *cough*","Không có gì bí mật tại sao tôi được gọi là Pháp sư vĩ đại. Mặc dù vậy, tôi đã học được rằng trở thành một nhà ảo thuật vĩ đại, không khiến bạn trở thành một người vĩ đại. *ho*"
PROPQUEST_SCENARIO_INC_000450,"This is it. I have to check this first, so please come back to me in a minute.","Đây chính là nó. Tôi phải kiểm tra cái này trước, vì vậy hãy quay lại với tôi sau một phút."
PROPQUEST_SCENARIO_INC_000452,Chapter 3 Purple Magician: Identity of the Purple Magician,Chương 3 Pháp sư Tím: Danh tính của Pháp sư Tím
PROPQUEST_SCENARIO_INC_000453,"*cough* *cough* This bead, with all of its power, was crafted by the only pupil I ever had, Lapranche. *cough*","* ho * * ho * Hạt này, với tất cả sức mạnh của nó, được tạo ra bởi học trò duy nhất mà tôi từng có, Lapranche. *ho*"
PROPQUEST_SCENARIO_INC_000454,She is the Black Magician. I was also the Black Magician at one point. We have often been confused for each other throughout history. *Sigh* It seems that Lapranche found out about them.,Cô ấy là Black Magician. Tôi cũng từng là Black Magician. Chúng tôi thường bị nhầm lẫn với nhau. *Thở dài* Có vẻ như Lapranche đã phát hiện ra chúng.
PROPQUEST_SCENARIO_INC_000455,"You believe in them now right? If you are looking to me for answers about what they were, you are wasting your time. All I know is that they created all of Madrigal and that they were once agents of Rhisis.","Bạn tin vào họ bây giờ phải không? Nếu bạn đang tìm kiếm câu trả lời cho tôi về những gì họ đã có, bạn đang lãng phí thời gian của mình. Tất cả những gì tôi biết là họ đã tạo ra tất cả Madrigal và họ đã từng là đặc vụ của Rhisis."
PROPQUEST_SCENARIO_INC_000456,"Yes Lapranche found out about them and attempted to bring them back to this world with the Purple Magic, the same magic that drained me of so much.",Tuy nhiên Rhisis không thích những chú hề hành động và giả làm thần. Một cuộc chiến bạo lực đáng kinh ngạc sau đó nổ ra và ... Madrigal ... bị chia cắt thành ba hòn đảo ...
PROPQUEST_SCENARIO_INC_000457,Do me a favor would you?,Bạn có thể làm cho tôi một việc không?
PROPQUEST_SCENARIO_INC_000459,You are afraid. I am not surprised. The world hangs in the balance. Who would not be scared? Go on. Get out of here.,Bạn sợ hãi. Tôi không ngạc nhiên. Bạn là người quá sợ mọi thứ. Ai sẽ không sợ hãi? Đi tiếp. Ra khỏi đây.
PROPQUEST_SCENARIO_INC_000460,What a terrible... Where did they come from? Did you see them? Renegade Blades seemingly hired to kill me. It would appear that I know too much. What is that you have there?,Thật là khủng khiếp .. Chúng đến từ đâu? Bạn có thấy chúng không? Dường như Renegade Blades đã được thuê để giết tôi. Hình như do tôi biết quá nhiều. Mà bạn có cái gì ở đó thế?
PROPQUEST_SCENARIO_INC_000461,"Oh, this! Is this the book that Laola wrote? Amazing","Ô, cái này! Đây có phải là cuốn sách mà Laola đã viết không? Kinh ngạc"
PROPQUEST_SCENARIO_INC_000462,"Fine. Now we can begin the real reconstruction of the history of our world. Thank you. Oh, I may need you later on. See you then.","Khỏe. Bây giờ chúng ta có thể bắt đầu tái thiết thực sự lịch sử của thế giới chúng ta. Cảm ơn bạn. Ồ, tôi có thể cần bạn sau này. Gặp bạn sau."
PROPQUEST_SCENARIO_INC_000463,You could not find Loala? It is not like he is hiding or anything. Please try again.,Bạn không thể tìm thấy Loala? Nó không giống như anh ta đang trốn tránh hay gì cả. Vui lòng thử lại.
PROPQUEST_SCENARIO_INC_000464,Please deliver this book to Gothante. This may not be enough to save the world but it should be useful. Thank you and good luck.,Vui lòng giao cuốn sách này cho Gothante. Điều này có thể không đủ để cứu thế giới nhưng nó sẽ hữu ích. Cảm ơn và chúc may mắn.
PROPQUEST_SCENARIO_INC_000466,Chapter 4 Their Shadow,Chương 4 Cái bóng của họ
PROPQUEST_SCENARIO_INC_000467,"Oh, nice to see you again. I have found something based on the data you gave me. You know more than most about the Clowns at this point.","Ồ, rất vui được gặp lại bạn. Tôi đã tìm thấy một cái gì đó dựa trên dữ liệu bạn cung cấp cho tôi. Bạn biết nhiều hơn hầu hết về những chú hề vào thời điểm này."
PROPQUEST_SCENARIO_INC_000468,"People have been talking about them for some time now. They are known as three devils that created our continents on accident and are bent on destroying them. During the Hero War, they were said to stand against the heroes of our land.","Mọi người đã nói về chúng trong một thời gian. Họ được biết đến như ba ác quỷ đã tạo ra lục địa của chúng ta một cách tình cờ và đang muốn phá hủy chúng. Trong Chiến tranh Anh hùng, họ được cho là đứng chống lại những anh hùng của đất nước chúng ta."
PROPQUEST_SCENARIO_INC_000469,"Lapranche was there, at the end of the Hero War, she was made the slave of One of the three Clown Gods. Shade, Goddess of Evil. Shade, marrying her Godly presence to the great power of Laola, attempted to destroy Bubble, God of Good, while Iblis, God of Neutrality, watched unmoved. Bubble rallied the heroes of Madrigal and stood against Shade with the strongest army our world has ever know at her back.","Lapranche đã ở đó, vào cuối cuộc Hero War, cô ấy bị biến thành nô lệ của Một trong ba Clown Gods. Shade, Goddess of Evil. Shade, kết hợp nhuần nhuyễn sự hiện diện thần thánh của mình với sức mạnh vĩ đại của Laola, cố gắng tiêu diệt Bubble, God of Good, trong khi Iblis, God of Neutrality, đứng nhìn không thấy động tĩnh gì. Bubble tập hợp các anh hùng của Madrigal và chống lại Shade với đội quân mạnh nhất mà thế giới của chúng ta từng biết."
PROPQUEST_SCENARIO_INC_000470,"Poor Lapranche, the things she must have gone through And all this history has been distorted by the History Society. Curse them!","Lapranche tội nghiệp, những điều cô ấy phải trải qua Và tất cả lịch sử này đã bị bóp méo bởi History Society. Hãy nguyền rủa họ!"
PROPQUEST_SCENARIO_INC_000471,*sigh* Would you help me return this to Martinyc. She deserves to know what she helped uncover.,* thở dài * Bạn có thể giúp tôi trả lại cái này cho Martinyc. Cô ấy xứng đáng được biết những gì cô ấy đã giúp khám phá ra.
PROPQUEST_SCENARIO_INC_000473,"I see, you have something important to do. Would you come back to me after finishing that?","Tôi hiểu rồi, bạn có việc quan trọng phải làm. Bạn có quay lại với tôi sau khi kết thúc việc đó không?"
PROPQUEST_SCENARIO_INC_000474,Long time no see! Are you coming back to let me know that I was right?,Lâu rồi không gặp! Bạn quay lại để cho tôi biết rằng tôi đã đúng?
PROPQUEST_SCENARIO_INC_000475,"Yeah! I knew it! By the way, what is that?","Ừ! Tôi biết mà! Nhân tiện, đó là gì?"
PROPQUEST_SCENARIO_INC_000476,"Oh, now I wish I had been wrong! Thank you for bringing this to me. We will see each other again. Goodbye.","Ồ, giờ tôi ước gì mình đã sai! Cảm ơn bạn đã mang điều này đến cho tôi. Chúng ta sẽ còn gặp lại nhau. Tạm biệt."
PROPQUEST_SCENARIO_INC_000477,Have you brought something from the History Society? No? Then are you coming back just to talk to me? I am too shy for that.,Bạn đã mang thứ gì đó từ Hội Lịch sử chưa? Chưa à? Vậy thì bạn có quay lại chỉ để nói chuyện với tôi không? Tôi quá xấu hổ vì điều đó.
PROPQUEST_SCENARIO_INC_000478,Here is all the data I have. Please deliver this to Martinyc.,Đây là tất cả dữ liệu tôi có. Vui lòng giao cái này cho Martinyc.
PROPQUEST_SCENARIO_INC_000480,Journal of an Adventurer,Hành trình của một nhà thám hiểm
PROPQUEST_SCENARIO_INC_000482,Journal of an Adventurer (1),Hành trình của một nhà thám hiểm (1)
PROPQUEST_SCENARIO_INC_000483,"Hello Adventurer. Although you don't know me, I must ask a favor of you. I have found something… incredible. Bring it to the Mayor of Darkon right away.","Xin chào nhà thám hiểm. Dù bạn không biết tôi, tôi cũng phải nhờ bạn giúp đỡ. Tôi đã tìm thấy một cái gì đó… không thể tin được. Mang nó cho Thị trưởng của Darkon ngay lập tức."
PROPQUEST_SCENARIO_INC_000484,"Thank you, I am in your debt.","Cảm ơn bạn, tôi mang ơn bạn."
PROPQUEST_SCENARIO_INC_000485,You can not understand the implications of this quest… He needs this book!,Bạn không thể hiểu ý nghĩa của nhiệm vụ này… Anh ấy cần cuốn sách này!
PROPQUEST_SCENARIO_INC_000486,"You seem to have something important to say, what is it?","Hình như bạn có điều gì đó quan trọng muốn nói, đó là gì?"
PROPQUEST_SCENARIO_INC_000487,OH MY! I can't believe this! The diary of the adventurer Bartholomew Hunt…,ÔI TRỜI! Tôi không thể tin được điều này! Nhật ký của nhà thám hiểm Bartholomew Hunt…
PROPQUEST_SCENARIO_INC_000488,Deliver the Diary to the Mayor of Darkon.,Giao Nhật ký cho Thị trưởng của Darkon.
PROPQUEST_SCENARIO_INC_000490,Journal of an Adventurer (2),Hành Trình của một nhà thám hiểm (2)
PROPQUEST_SCENARIO_INC_000491,"You should hear this. This is the diary of the adventurer Bartholomew Hunt. My grand father knew of him, he was a legend at one time…","Bạn nên nghe điều này. Đây là nhật ký của nhà thám hiểm Bartholomew Hunt. Ông nội của tôi biết về ông ấy, ông ấy đã là một huyền thoại một thời…"
PROPQUEST_SCENARIO_INC_000492,HA! Look at this… he is claiming that he discovered a new continent. New continent? How absurd!,Chà! Nhìn này ... anh ấy đang tuyên bố rằng anh ấy đã khám phá ra một lục địa mới. Lục địa mới? Thật là ngớ ngẩn!
PROPQUEST_SCENARIO_INC_000493,"I can't read the writing here, it appears to be a code of some sort. Maybe the Sage Radion can figure out what this writing is. Please bring him the diary.","Tôi không thể đọc chữ viết ở đây, nó có vẻ là một đoạn mã nào đó. Có lẽ Sage Radion có thể tìm ra cách viết này. Hãy mang cho anh ấy cuốn nhật ký."
PROPQUEST_SCENARIO_INC_000494,"Sage Radion is is in the Northern Leren Mountains, near the Fountain of Dead Person.","Sage Radion nằm ở Dãy núi Leren phía Bắc, gần Đài phun nước của Người chết."
PROPQUEST_SCENARIO_INC_000495,You are to busy? If this information is accurate do you know what this could mean?,"Bạn đang bận rộn? Nếu thông tin này là chính xác, bạn có biết điều này có nghĩa là gì không?"
PROPQUEST_SCENARIO_INC_000496,What brings you to see me?,Điều gì đưa bạn đến gặp tôi?
PROPQUEST_SCENARIO_INC_000497,"If the Mayor of Darkon sent you, it must be important. Let me see the Diary.","Nếu Thị trưởng của Darkon đã gửi cho bạn, nó phải rất quan trọng. Hãy cho tôi xem Nhật ký."
PROPQUEST_SCENARIO_INC_000498,Find the Sage Radion to decode the writing in the Diary.,Tìm Sage Radion để giải mã chữ viết trong Nhật ký.
PROPQUEST_SCENARIO_INC_000501,Journal of an Adventurer (3),Hành trình của một nhà thám hiểm (3)
PROPQUEST_SCENARIO_INC_000502,"Why, this is not a code… Amazing! The language of the Ancient Tribe. This Bartholomew Hunt must have really known his stuff. Maybe there is more to this…","Tại sao, đây không phải là một mã… Thật tuyệt vời! Ngôn ngữ của bộ lạc cổ đại. Bartholomew Hunt này chắc hẳn đã thực sự biết những thứ của anh ta. Có lẽ còn nhiều điều hơn thế này…"
