Key,English,Portuguese
PROPQUEST_SCENARIO_INC_000469,"Lapranche was there, at the end of the Hero War, she was made the slave of One of the three Clown Gods. Shade, Goddess of Evil. Shade, marrying her Godly presence to the great power of Laola, attempted to destroy Bubble, God of Good, while Iblis, God of Neutrality, watched unmoved. Bubble rallied the heroes of Madrigal and stood against Shade with the strongest army our world has ever know at her back.","Lapranche estava ali. No final da Guerra dos Heróis, foi escravizada por um dos três Deuses Curingas, Shade, A Deusa do Mal. Unindo sua presença divina ao grande poder de Laola, tentou destruir Bubble, O Deus do Bem, enquanto Iblis, Deus da Neutralidade, assistia indiferente. Bubble reuniu os heróis de Madrigal e enfrentou Shade com o exército mais forte que nosso mundo já conheceu."
PROPQUEST_SCENARIO_INC_000470,"Poor Lapranche, the things she must have gone through And all this history has been distorted by the History Society. Curse them!","Pobre Lapranche, deve ter sofrido muito. Toda esta história foi distorcida pela Sociedade Histórica. Malditos sejam!"
PROPQUEST_SCENARIO_INC_000471,*sigh* Would you help me return this to Martinyc. She deserves to know what she helped uncover.,*uff* Você me ajudaria a devolver isso a Martinyc? Ela merece saber o que ajudou a descobrir.
PROPQUEST_SCENARIO_INC_000473,"I see, you have something important to do. Would you come back to me after finishing that?","Sei, você tem algo importante a fazer. Você me daria um retorno depois de terminar isso?"
PROPQUEST_SCENARIO_INC_000474,Long time no see! Are you coming back to let me know that I was right?,Há quanto tempo! Você está voltando para me dizer que eu estava certa?
PROPQUEST_SCENARIO_INC_000475,"Yeah! I knew it! By the way, what is that?","Sim! Eu sabia! Aliás, o que é isso?"
PROPQUEST_SCENARIO_INC_000476,"Oh, now I wish I had been wrong! Thank you for bringing this to me. We will see each other again. Goodbye.","Ah, agora queria estar errada. Obrigada por me trazer isso. Nós nos veremos novamente. Adeus."
PROPQUEST_SCENARIO_INC_000477,Have you brought something from the History Society? No? Then are you coming back just to talk to me? I am too shy for that.,Trouxe algo da Sociedade Histórica? Não? Está voltando só para falar comigo? Sou tímida demais para isso 
PROPQUEST_SCENARIO_INC_000478,Here is all the data I have. Please deliver this to Martinyc.,Aqui estão todos os dados que tenho. Entregue isto a Martinyc.
PROPQUEST_SCENARIO_INC_000480,Journal of an Adventurer,O Diário de um aventureiro
PROPQUEST_SCENARIO_INC_000482,Journal of an Adventurer (1),O Diário de um Aventureiro (1/3)
PROPQUEST_SCENARIO_INC_000483,"Hello Adventurer. Although you don't know me, I must ask a favor of you. I have found something… incredible. Bring it to the Mayor of Darkon right away.","Olá Aventureiro(a). Embora você não me conheça, devo pedir-lhe um favor. Eu encontrei algo... incrível. Leve-o imediatamente ao Prefeito de Darken."
PROPQUEST_SCENARIO_INC_000484,"Thank you, I am in your debt.","Obrigado, estou em dívida com você."
PROPQUEST_SCENARIO_INC_000485,You can not understand the implications of this quest… He needs this book!,Você parece não entender as implicações dessa quest... Ele precisa deste livro!
PROPQUEST_SCENARIO_INC_000486,"You seem to have something important to say, what is it?","Você parece ter algo importante a dizer, o que é?"
PROPQUEST_SCENARIO_INC_000487,OH MY! I can't believe this! The diary of the adventurer Bartholomew Hunt…,CARAMBA! Eu não posso acreditar nisso! O diário do aventureiro Bartholomew Hunt…
PROPQUEST_SCENARIO_INC_000488,Deliver the Diary to the Mayor of Darkon.,Entregue o Diário ao Prefeito de Darken.
PROPQUEST_SCENARIO_INC_000490,Journal of an Adventurer (2),O Diário de um Aventureiro (2/3)
PROPQUEST_SCENARIO_INC_000491,"You should hear this. This is the diary of the adventurer Bartholomew Hunt. My grand father knew of him, he was a legend at one time…","Você deveria ouvir isso. Este é o diário do aventureiro Bartholomew Hunt. Meu avô sabia dele, ele foi uma lenda um dia…"
PROPQUEST_SCENARIO_INC_000492,HA! Look at this… he is claiming that he discovered a new continent. New continent? How absurd!,HA! Olhe para isso... ele está afirmando que descobriu um novo continente. Novo continente? Que absurdo!
PROPQUEST_SCENARIO_INC_000493,"I can't read the writing here, it appears to be a code of some sort. Maybe the Sage Radion can figure out what this writing is. Please bring him the diary.","Não consigo ler esta escrita, parece ser algum tipo de código. Talvez o Sábio Radion possa descobrir o que é. Por favor, leve o diário até ele."
PROPQUEST_SCENARIO_INC_000494,"Sage Radion is is in the Northern Leren Mountains, near the Fountain of Dead Person.","O Sábio Radion está nas Montanhas Leren, na parte Norte, perto da Fonte dos Mortos."
PROPQUEST_SCENARIO_INC_000495,You are to busy? If this information is accurate do you know what this could mean?,"Você está muito ocupado? Se esta informação estiver correta, você sabe o que isso pode significar?"
PROPQUEST_SCENARIO_INC_000496,What brings you to see me?,O que o traz a me ver?
PROPQUEST_SCENARIO_INC_000497,"If the Mayor of Darkon sent you, it must be important. Let me see the Diary.","Se o prefeito de Darken enviou você, deve ser importante. Deixe-me ver o Diário."
PROPQUEST_SCENARIO_INC_000498,Find the Sage Radion to decode the writing in the Diary.,Precisamos achar o Sábio Radion para decifrar isto.
PROPQUEST_SCENARIO_INC_000501,Journal of an Adventurer (3),O Diário de um Aventureiro (3/3)
PROPQUEST_SCENARIO_INC_000502,"Why, this is not a code… Amazing! The language of the Ancient Tribe. This Bartholomew Hunt must have really known his stuff. Maybe there is more to this…","Ora, isso não é um código... Incrível! É a língua da Tribo Antiga. Este Bartholomew Hunt deve ter realmente conhecido muitas coisas. Talvez haja mais nisso…"
PROPQUEST_SCENARIO_INC_000503,"I have translated the Ancient language. Bring this Translated Document to the Mayor of Darkon. Keep it safe, this is truly a special thing!","Eu traduzi a língua antiga. Leve este Documento Traduzido ao Prefeito de Darkon. Mantenha-o seguro, isso é realmente uma coisa especial! "
PROPQUEST_SCENARIO_INC_000504,You are playing an important role in historic events.,Você está desempenhando um papel importante em eventos históricos.
PROPQUEST_SCENARIO_INC_000505,I can't believe it! The possibility of a new land and you are not interested?,Eu não posso acreditar! A possibilidade de um novo continente e você não está interessado???
PROPQUEST_SCENARIO_INC_000506,You can't imagine how eagerly I've been waiting for you to return. Have you met the Sage Radion? Is there news?,Você não pode imaginar como eu estava esperando ansiosamente pelo seu retorno. Você já conheceu o Sábio Radion? Há novidades?
PROPQUEST_SCENARIO_INC_000507,He was able to translate it? Wonderful. Now we can see if this is real or just a wild goose chase… Give me a moment to read through this.,Ele foi capaz de traduzi-lo? Maravilhoso. Agora podemos ver se isso é real ou apenas uma perseguição... Dê-me um momento para ler isso. 
PROPQUEST_SCENARIO_INC_000508,Bring the translated document to the Mayor of Darkon.,Devolva o livro decifrado para o Prefeito de Darken.
PROPQUEST_SCENARIO_INC_000741,Chain,Cenário
PROPQUEST_SCENARIO_INC_000742,General,Geral
PROPQUEST_SCENARIO_INC_000743,Office,Escritório
PROPQUEST_SCENARIO_INC_000744,Event,Evento
PROPQUEST_SCENARIO_INC_000785,"Don’t worry about the pay. So, please hurry up.","Não se preocupe com o pagamento. Então, por favor, apresse-se."
PROPQUEST_SCENARIO_INC_000786,"It is very important, so you'd better hurry!",Isto é muito importante. É melhor se apressar!
PROPQUEST_SCENARIO_INC_000787,The Mayor of Darkon is waiting for you. Hurry!,"O Prefeito de Darken te está esperando, você já devia estar lá. Depressa!"
PROPQUEST_SCENARIO_INC_001245,Chapter 1 The Emerging Darkness,Capítulo 1: A Escuridão Emergente
PROPQUEST_SCENARIO_INC_001965,Chapter 2 Finding Lost Memory,Capítulo 2: Encontrando Memória Perdida
PROPQUEST_SCENARIO_INC_001966,Chapter 3 Return of Scattered Heroes,Capítulo 3: Retorno dos Heróis Dispersos
PROPQUEST_SCENARIO_INC_001246,Initiation of Champions,Iniciação de Campeões
PROPQUEST_SCENARIO_INC_001247,"Hmm, I sense an aura of greatness from you young warrior, yet a mind clouded with uncertainty and doubt.","Hmm, eu sinto uma aura de grandeza de você jovem guerreiro(a), mas uma mente nublada de incertezas e dúvidas."
PROPQUEST_SCENARIO_INC_001248,"I intend to help you realize your true inner potential. Though I am but a stranger to you, I need you to trust in me. My true identity will be revealed soon enough.","Pretendo ajudá-lo a realizar seu verdadeiro potencial interior. Embora eu seja apenas um estranho para você, preciso que confie em mim. Minha verdadeira identidade será revelada em breve."
PROPQUEST_SCENARIO_INC_001250,Apparently I was correct in choosing you. Well then! Please eliminate 10 Lawolfs & 5 Grownup Lawolfs residing in Northern Flaris.,"Aparentemente, eu estava certo em escolher você. Muito bem! Elimine 10 Lawolfs e 5 Lawolfs Adultos que residem ao Norte de Flaris."
PROPQUEST_SCENARIO_INC_001251,"Hmm, apparently I made a mistake. I believed you to be the champion I was searching for.","Hmm, aparentemente cometi um erro. Eu acreditei que você fosse o campeão que eu procurava."
PROPQUEST_SCENARIO_INC_001252,The citizens grow ever more fearful of this situation! Please get rid of 10 Lawolfs & 5 Grownup Lawolfs.,"Os cidadãos têm cada vez mais medo desta situação! Por favor, elimine 10 Lawolfs e 5 Lawolfs Adultos."
PROPQUEST_SCENARIO_INC_001253,Kill 10 Lawolfs & 5 Grownup Lawolfs and go back to Reonan.,Elimine 10 Lawolfs e 5 Lawolfs Adultos e informe Reonan.
PROPQUEST_SCENARIO_INC_001254,Ah! I admire your courage. It appears you could very well be the champion I have sought.,Ah! Admiro sua coragem. Parece que você poderia muito bem ser o campeão que procuro.
PROPQUEST_SCENARIO_INC_001256,Bridge to Terror-bithia,Ponte para Terror-bithia
PROPQUEST_SCENARIO_INC_001257,"But, let us not be too hasty as arrogance may lead to an early grave. Though vicious, slaying a few lawolves is just the beginning…","Mas não sejamos precipitados, pois a arrogância pode levar à morte prematura. Embora cruel, matar alguns Lawolfs é apenas o começo..."
PROPQUEST_SCENARIO_INC_001258,"Here is your next task. Rumors have it, numerous villagers have been attacked by a monstrous Lord Demian just outside of Flaris. Please defeat him and return to me","Here is your next task. Rumors have it, numerous villagers have been attacked by a monstrous Lord Demian just outside of Flaris. Please defeat him and return to me"
PROPQUEST_SCENARIO_INC_001259,The Lord Demian has been seen wandering nearby the Madren Town recently so search for him there.,The Lord Demian has been seen wandering nearby the Madren Town recently so search for him there.
PROPQUEST_SCENARIO_INC_001260,"What? I know I ask much of you, but I never thought you would turn down a chance to prove your worth.","É sério? Sei que peço muito a você, mas nunca pensei que recusaria uma chance de provar seu valor."
PROPQUEST_SCENARIO_INC_001261,The Lord Demian can be found nearby Madren Town amongst the other Demians.,The Lord Demian can be found nearby Madren Town amongst the other Demians.
PROPQUEST_SCENARIO_INC_001262,Get rid of the Lord Demian and return to Reonan.,Get rid of the Lord Demian and return to Reonan.
PROPQUEST_SCENARIO_INC_001263,"Finally, the villagers may rest assured that the Lord Demian shall no longer terrorize them. You have much potential.","Finally, the villagers may rest assured that the Lord Demian shall no longer terrorize them. You have much potential."
PROPQUEST_SCENARIO_INC_001265,Weed Whacked!,Erva Daninha Destruída!
PROPQUEST_SCENARIO_INC_001266,I now have another favor to ask of you. A mysterious curse has turned the once docile Fefern into foul beasts which are ravaging the land. Will you defeat them?,Agora tenho outro favor para pedir a você. Uma misteriosa maldição transformou a outrora dócil Fefern em monstros horríveis que estão devastando a terra. Poderia derrotá-las?
PROPQUEST_SCENARIO_INC_001267,Fefern can be found in the Northwest region of Flaris. Please kill 10 Fefern & 5 2nd Class Fefern and come back.,As Feferns podem ser encontradas na região noroeste de Flaris. Mate 10 Feferns e 5 Feferns de 2ª Classe e volte.
