Key,English,Spanish
PROPQUEST_SCENARIO_INC_000463,You could not find Loala? It is not like he is hiding or anything. Please try again.,¿No has podido encontrar a Loala? No es que se esté escondiendo ni nada. Vuelve a intentarlo.
PROPQUEST_SCENARIO_INC_000464,Please deliver this book to Gothante. This may not be enough to save the world but it should be useful. Thank you and good luck.,"Por favor, llévale este libro a Gothante. Puede que esto no sea suficiente para salvar el mundo, pero debería ser útil. Gracias y buena suerte."
PROPQUEST_SCENARIO_INC_000466,Chapter 4 Their Shadow,(Capítulo 4) Sus Sombras
PROPQUEST_SCENARIO_INC_000467,"Oh, nice to see you again. I have found something based on the data you gave me. You know more than most about the Clowns at this point.","Oh, me alegra verte de nuevo. He encontrado algo basado en los datos que me diste. Ya sabes mucho más que la mayoría de la gente sobre los Payasos."
PROPQUEST_SCENARIO_INC_000468,"People have been talking about them for some time now. They are known as three devils that created our continents on accident and are bent on destroying them. During the Hero War, they were said to stand against the heroes of our land.",La gente ha estado hablando de ellos desde hace algún tiempo. Se conocen como los tres Dioses que crearon nuestros continentes por accidente. Y ahora Shade está empeñada en destruir el mundo. Se dice que durante la Guerra de los Héroes estaba en contra de los héroes.
PROPQUEST_SCENARIO_INC_000469,"Lapranche was there, at the end of the Hero War, she was made the slave of One of the three Clown Gods. Shade, Goddess of Evil. Shade, marrying her Godly presence to the great power of Laola, attempted to destroy Bubble, God of Good, while Iblis, God of Neutrality, watched unmoved. Bubble rallied the heroes of Madrigal and stood against Shade with the strongest army our world has ever know at her back.","Lapranche estuvo allí, al final de la Guerra de los Héroes, fue esclava de uno de los tres Dioses Payaso. Shade, Diosa del Mal. Shade, uniendo su presencia Divina al gran poder de Laola, intentó destruir a Bubble, Dios del Bien, mientras que Iblis, Dios de la Neutralidad, observaba impasible. Bubble reunió a los héroes de Madrigal y se enfrentó a Shade con el ejército más fuerte que nuestro mundo haya conocido hasta ahora."
PROPQUEST_SCENARIO_INC_000470,"Poor Lapranche, the things she must have gone through And all this history has been distorted by the History Society. Curse them!","Pobre Lapranche, las cosas por las que debe haber pasado. Y toda esta historia ha sido distorsionada por la Sociedad de Historia. ¡Malditos!"
PROPQUEST_SCENARIO_INC_000471,*sigh* Would you help me return this to Martinyc. She deserves to know what she helped uncover.,*suspiro* ¿Puedes devolverle esto a Martinyc? Merece saber lo que se ha conseguido descubrir gracias a ella.
PROPQUEST_SCENARIO_INC_000473,"I see, you have something important to do. Would you come back to me after finishing that?","Ya veo, tienes algo importante que hacer. ¿Volverás después de terminar eso?"
PROPQUEST_SCENARIO_INC_000474,Long time no see! Are you coming back to let me know that I was right?,¡Cuanto tiempo sin verte! ¿Vuelves para decirme que tenía razón?
PROPQUEST_SCENARIO_INC_000475,"Yeah! I knew it! By the way, what is that?","¡Sí! ¡Lo sabía! Por cierto, ¿qué es eso?"
PROPQUEST_SCENARIO_INC_000476,"Oh, now I wish I had been wrong! Thank you for bringing this to me. We will see each other again. Goodbye.","¡Oh, ahora desearía haberme equivocado! Gracias por traerme esto. Nos veremos de nuevo. Adiós."
PROPQUEST_SCENARIO_INC_000477,Have you brought something from the History Society? No? Then are you coming back just to talk to me? I am too shy for that.,"¿Has traído algo de la Sociedad de Historia? ¿No? Entonces, ¿sólo vienes para hablar conmigo? Soy demasiado tímida para eso."
PROPQUEST_SCENARIO_INC_000478,Here is all the data I have. Please deliver this to Martinyc.,"Aquí están todos los datos que tengo. Por favor, entrégaselo a Martinyc."
PROPQUEST_SCENARIO_INC_000480,Journal of an Adventurer,Diario de un Aventurero
PROPQUEST_SCENARIO_INC_000482,Journal of an Adventurer (1),Diario de un Aventurero (1)
PROPQUEST_SCENARIO_INC_000483,"Hello Adventurer. Although you don't know me, I must ask a favor of you. I have found something… incredible. Bring it to the Mayor of Darkon right away.","Hola aventurero. Aunque no me conoces, tengo que pedirte un favor. He encontrado algo... increíble. Llévaselo al alcalde de Darken de inmediato."
PROPQUEST_SCENARIO_INC_000484,"Thank you, I am in your debt.","Gracias, estoy en deuda contigo."
PROPQUEST_SCENARIO_INC_000485,You can not understand the implications of this quest… He needs this book!,No puedes entender las implicaciones de esta misión... ¡Él necesita este libro!
PROPQUEST_SCENARIO_INC_000486,"You seem to have something important to say, what is it?","Parece que tienes algo importante que decir, ¿qué pasa?"
PROPQUEST_SCENARIO_INC_000487,OH MY! I can't believe this! The diary of the adventurer Bartholomew Hunt…,¡OH! ¡No me lo puedo creer! El diario del aventurero Bartholomew Hunt…
PROPQUEST_SCENARIO_INC_000488,Deliver the Diary to the Mayor of Darkon.,Llévale el Diario al Alcance de Darken.
PROPQUEST_SCENARIO_INC_000490,Journal of an Adventurer (2),Diario de un Aventurero (2)
PROPQUEST_SCENARIO_INC_000491,"You should hear this. This is the diary of the adventurer Bartholomew Hunt. My grand father knew of him, he was a legend at one time…","Deberías escuchar esto. Este es el diario del aventurero Bartholomew Hunt. Mi abuelo lo conocía, fue una leyenda en su momento…"
PROPQUEST_SCENARIO_INC_000492,HA! Look at this… he is claiming that he discovered a new continent. New continent? How absurd!,¡AJA! Mira esto... Aquí está afirmando que descubrió un nuevo continente. ¿Un nuevo continente? ¡Qué absurdo!
PROPQUEST_SCENARIO_INC_000493,"I can't read the writing here, it appears to be a code of some sort. Maybe the Sage Radion can figure out what this writing is. Please bring him the diary.","No puedo leerlo, parece ser un código de algún tipo. Tal vez el Sabio Radion pueda descubrirlo. Por favor llévale el diario."
PROPQUEST_SCENARIO_INC_000494,"Sage Radion is is in the Northern Leren Mountains, near the Fountain of Dead Person.","El Sabio Radion está al Norte de las Montañas Leren, cerca del Manantial de Almas."
PROPQUEST_SCENARIO_INC_000495,You are to busy? If this information is accurate do you know what this could mean?,"¿Estás muy ocupado? Si esta información es precisa, ¿sabes lo qué podría suponer?"
PROPQUEST_SCENARIO_INC_000496,What brings you to see me?,¿Qué te trae por aquí?
PROPQUEST_SCENARIO_INC_000497,"If the Mayor of Darkon sent you, it must be important. Let me see the Diary.","Si te envía el Alcalde de Darken, debe ser importante. Déjame ver ese Diario."
PROPQUEST_SCENARIO_INC_000498,Find the Sage Radion to decode the writing in the Diary.,Encuentra al Sabio Radion para descodificar el Diario.
PROPQUEST_SCENARIO_INC_000501,Journal of an Adventurer (3),Diario de un Aventurero (3)
PROPQUEST_SCENARIO_INC_000502,"Why, this is not a code… Amazing! The language of the Ancient Tribe. This Bartholomew Hunt must have really known his stuff. Maybe there is more to this…",Esto no es un código... ¡Increíble! El lenguaje de la Tribu Antigua. Este Bartholomew Hunt sabía muy bien lo que hacía. Puede que descubramos algo más en el diario…
PROPQUEST_SCENARIO_INC_000503,"I have translated the Ancient language. Bring this Translated Document to the Mayor of Darkon. Keep it safe, this is truly a special thing!","He traducido el idioma Antiguo. Llévale este documento traducido al Alcalde de Darken. ¡Mantenlo a salvo, esto es algo muy especial!"
PROPQUEST_SCENARIO_INC_000504,You are playing an important role in historic events.,Estás jugando un papel importante en los acontecimientos históricos.
PROPQUEST_SCENARIO_INC_000505,I can't believe it! The possibility of a new land and you are not interested?,¡No puedo creerlo! La posibilidad de un nuevo continente y ¿¿¿no te interesa???
PROPQUEST_SCENARIO_INC_000506,You can't imagine how eagerly I've been waiting for you to return. Have you met the Sage Radion? Is there news?,No te imaginas las ansias que tenía de que volvieras. ¿Te has reunido con el Sabio Radion? ¿Hay novedades?
PROPQUEST_SCENARIO_INC_000507,He was able to translate it? Wonderful. Now we can see if this is real or just a wild goose chase… Give me a moment to read through this.,¿Fue capaz de traducirlo? Maravilloso. Ahora podemos ver si esto es real o sólo una búsqueda inútil... Dame un momento para leerlo.
PROPQUEST_SCENARIO_INC_000508,Bring the translated document to the Mayor of Darkon.,Llévale el documento traducido al Alcalde de Darken.
PROPQUEST_SCENARIO_INC_000741,Chain,Encadenada
PROPQUEST_SCENARIO_INC_000742,General,General
PROPQUEST_SCENARIO_INC_000743,Office,Oficina
PROPQUEST_SCENARIO_INC_000744,Event,Evento
PROPQUEST_SCENARIO_INC_000785,"Don’t worry about the pay. So, please hurry up.","No te preocupes por la recompensa. Por favor, date prisa."
PROPQUEST_SCENARIO_INC_000786,"It is very important, so you'd better hurry!","Es muy importante, ¡mejor que te des prisa!"
PROPQUEST_SCENARIO_INC_000787,The Mayor of Darkon is waiting for you. Hurry!,El Alcalde de Darken te está esperando. ¡Rápido!
PROPQUEST_SCENARIO_INC_001245,Chapter 1 The Emerging Darkness,(Capítulo 1) La Oscuridad Emergente
PROPQUEST_SCENARIO_INC_001965,Chapter 2 Finding Lost Memory,(Capítulo 2) En Busca de la Memoria Perdida
PROPQUEST_SCENARIO_INC_001966,Chapter 3 Return of Scattered Heroes,(Capítulo 3) El Reencuentro de los Héroes
PROPQUEST_SCENARIO_INC_001246,Initiation of Champions,Iniciación de Campeones
PROPQUEST_SCENARIO_INC_001247,"Hmm, I sense an aura of greatness from you young warrior, yet a mind clouded with uncertainty and doubt.","Hmm, siento un aura de grandeza en ti, joven guerrero, pero una mente nublada por la incertidumbre y la duda."
PROPQUEST_SCENARIO_INC_001248,"I intend to help you realize your true inner potential. Though I am but a stranger to you, I need you to trust in me. My true identity will be revealed soon enough.","Tengo la intención de ayudarte a que te des cuenta de tu verdadero potencial interior. Aunque no soy más que un extraño para ti, necesito que confíes en mí. Te revelaré mi verdadera identidad muy pronto."
PROPQUEST_SCENARIO_INC_001250,Apparently I was correct in choosing you. Well then! Please eliminate 10 Lawolfs & 5 Grownup Lawolfs residing in Northern Flaris.,"Parece que hice bien en elegirte. ¡Bien entonces! Elimina a 10 Lawolfs y a 5 Lawolfs Adultos, los puedes encontrar al Norte de Flaris."
PROPQUEST_SCENARIO_INC_001251,"Hmm, apparently I made a mistake. I believed you to be the champion I was searching for.","Hmm, parece que me equivocaba. Pensaba que eras el campeón que estaba buscando."
PROPQUEST_SCENARIO_INC_001252,The citizens grow ever more fearful of this situation! Please get rid of 10 Lawolfs & 5 Grownup Lawolfs.,¡Los ciudadanos tienen cada vez más miedo de esta situación! Deshazte de 10 Lawolfs y de 5 Lawolfs Adultos.
PROPQUEST_SCENARIO_INC_001253,Kill 10 Lawolfs & 5 Grownup Lawolfs and go back to Reonan.,Derrota a 10 Lawolfs y a 5 Lawolfs Adultos y vuelve con Reonan.
PROPQUEST_SCENARIO_INC_001254,Ah! I admire your courage. It appears you could very well be the champion I have sought.,¡Oh! Admiro tu valentía. Parece que podrías ser el campeón que he estado buscando.
PROPQUEST_SCENARIO_INC_001256,Bridge to Terror-bithia,Puente hacia el Terror
PROPQUEST_SCENARIO_INC_001257,"But, let us not be too hasty as arrogance may lead to an early grave. Though vicious, slaying a few lawolves is just the beginning…","Pero no nos apresuremos demasiado, ya que la arrogancia puede conducir a una tumba prematura. Aunque cruel, matar a algunos Lawolfs es solo el comienzo..."
PROPQUEST_SCENARIO_INC_001258,"Here is your next task. Rumors have it, numerous villagers have been attacked by a monstrous Lord Demian just outside of Flaris. Please defeat him and return to me","Here is your next task. Rumors have it, numerous villagers have been attacked by a monstrous Lord Demian just outside of Flaris. Please defeat him and return to me"
PROPQUEST_SCENARIO_INC_001259,The Lord Demian has been seen wandering nearby the Madren Town recently so search for him there.,The Lord Demian has been seen wandering nearby the Madren Town recently so search for him there.
PROPQUEST_SCENARIO_INC_001260,"What? I know I ask much of you, but I never thought you would turn down a chance to prove your worth.","¿Qué? Sé que pido mucho de ti, pero no pensaba que rechazarías una oportunidad de demostrar tu valía."
PROPQUEST_SCENARIO_INC_001261,The Lord Demian can be found nearby Madren Town amongst the other Demians.,The Lord Demian can be found nearby Madren Town amongst the other Demians.
