Key,English,Thai
PROPQUEST_SCENARIO_INC_000433,Very well! Then please check the Field of Bubble and the Hill of Shade more carefully. I am really sure there is something over there!,ดีมาก! จากนั้นโปรดตรวจสอบ Field of Bubble และ Hill of Shade ให้ละเอียดยิ่งขึ้น ฉันแน่ใจว่ามีบางอย่างอยู่ที่นั่นจริงๆ!
PROPQUEST_SCENARIO_INC_000434,"Fine, return to me when you get the time.",ได้ กลับมาหาฉันเมื่อคุณมีเวลา
PROPQUEST_SCENARIO_INC_000435,Oh... What a strong magical power this bead has... Oh... What a surprise!,โอ้.. ลูกปัดนี้มีพลังเวทย์มนตร์ที่แข็งแกร่งจริงๆ.. ช่างน่าประหลาดใจจริงๆ!
PROPQUEST_SCENARIO_INC_000436,"Good job...But something like this is completely out of my range. Let me think for a moment. Yes, I have it!",ทำได้ดีมาก แต่บางอย่างเช่นนี้อยู่นอกขอบเขตของฉัน ขอคิดสักครู่ อา...ใช่ ฉันนึกออกแล้ว!
PROPQUEST_SCENARIO_INC_000437,Please deliver this to the Great Magician Laola in Darkon 3.,โปรดส่งสิ่งนี้ไปยัง Great Magician Laola ใน Darkon 3
PROPQUEST_SCENARIO_INC_000438,I have a bad feeling about this. I have never been wrong about anything. I hope I am this time.,ฉันมีความรู้สึกไม่ดีเกี่ยวกับเรื่องนี้ ฉันไม่เคยผิดอะไร ฉันหวังว่าฉันจะเป็นครั้งนี้
PROPQUEST_SCENARIO_INC_000439,"Please, once more, check the Field of Bubble and the Hill of Shade. I am sure that there is more to be found!",โปรดตรวจสอบ Field of Bubble และ Hill of Shade อีกครั้ง ฉันแน่ใจว่ายังมีอีกมากที่จะพบ!
PROPQUEST_SCENARIO_INC_000441,Chapter 3 Purple Magician: The Great Magician Laola,บทที่ 3 นักมายากลสีม่วง: นักมายากลผู้ยิ่งใหญ่ Laola
PROPQUEST_SCENARIO_INC_000442,"Oh, you are here finally. I cannot say that your arrival is entirely a surprise. I am Laola the Great Magician *cough* *cough*.",โอ้ คุณอยู่ที่นี่ในที่สุด ฉันไม่สามารถพูดได้ว่าการมาของคุณเป็นเรื่องที่น่าประหลาดใจ ฉันคือ Laola จอมเวทย์ผู้ยิ่งใหญ่ *ไอ* *ไอ*
PROPQUEST_SCENARIO_INC_000443,"I can see in your face that you do not believe me. I guess, looking at myself, I do not look like such a Great Magician.",ฉันเห็นหน้าคุณว่าคุณไม่เชื่อฉัน ฉันเดาว่าฉันดูไม่เหมือนนักมายากลผู้ยิ่งใหญ่
PROPQUEST_SCENARIO_INC_000444,Magic always has a high cost and I used some terrible magic back then.,เวทย์มนตร์มีค่าใช้จ่ายสูงเสมอ และฉันเคยใช้เวทย์มนตร์ที่น่ากลัวในตอนนั้น
PROPQUEST_SCENARIO_INC_000445,"But never mind that, show me the bead you brought, I can feel its power from here.",แต่ไม่เป็นไร แสดงลูกปัดที่คุณนำมาให้ฉันดู ฉันรู้สึกได้ถึงพลังของมันจากที่นี่
PROPQUEST_SCENARIO_INC_000446,"Yes, this is it. I have to check this first, so please come back to me in a minute.",ใช่ นี่แหละ ฉันต้องตรวจสอบสิ่งนี้ก่อน ดังนั้นโปรดกลับมาหาฉันในอีกสักครู่
PROPQUEST_SCENARIO_INC_000447,"*cough* *cough* Hey, do not be too greedy. Something that powerful could corrupt you to your core. *cough* *cough*",*ไอ* *ไอ* เฮ้ อย่าโลภมากนะ สิ่งที่ทรงพลังอาจทำให้คุณเสียหายได้ *ไอ* *ไอ*
PROPQUEST_SCENARIO_INC_000448,"Hmmm I did not know he could make something like this, but I cannot say that I am surprised.",อืม ฉันไม่รู้ว่าเขาจะทำสิ่งนี้ได้ แต่ฉันไม่สามารถพูดได้ว่าฉันประหลาดใจ
PROPQUEST_SCENARIO_INC_000449,"It is no secret why I am called the Great Magician. Though, I have learned that being a great magician, does not make you a great person. *cough*",ไม่เป็นความลับว่าทำไมฉันถึงถูกเรียกว่าจอมเวทย์ผู้ยิ่งใหญ่ แม้ว่าฉันได้เรียนรู้ว่าการเป็นจอมเวทย์ผู้ยิ่งใหญ่ ไม่ได้ทำให้คุณเป็นคนที่ยิ่งใหญ่ *ไอ*
PROPQUEST_SCENARIO_INC_000450,"This is it. I have to check this first, so please come back to me in a minute.",นี่ไง ฉันต้องตรวจสอบสิ่งนี้ก่อน ดังนั้นโปรดกลับมาหาฉันในอีกสักครู่
PROPQUEST_SCENARIO_INC_000452,Chapter 3 Purple Magician: Identity of the Purple Magician,บทที่ 3 นักมายากลสีม่วง: ตัวตนของนักมายากลสีม่วง
PROPQUEST_SCENARIO_INC_000453,"*cough* *cough* This bead, with all of its power, was crafted by the only pupil I ever had, Lapranche. *cough*",*ไอ* *ไอ* ลูกปัดนี้ด้วยพลังทั้งหมด ถูกประดิษฐ์ขึ้นโดยลูกศิษย์คนเดียวที่ฉันเคยมี Lapranche *ไอ*
PROPQUEST_SCENARIO_INC_000454,She is the Black Magician. I was also the Black Magician at one point. We have often been confused for each other throughout history. *Sigh* It seems that Lapranche found out about them.,หล่อนคือจอมเวทย์มนต์ดำ ฉันยังเป็น Black Magician อยู่ ณ จุดหนึ่ง เรามักจะสับสนกันตลอดประวัติศาสตร์ *ถอนหายใจ* ดูเหมือนว่า Lapranche จะรู้เกี่ยวกับพวกเขา
