Key,English,German
PROPQUEST_SCENARIO_INC_000447,"*cough* *cough* Hey, do not be too greedy. Something that powerful could corrupt you to your core. *cough* *cough*","Ho ho~ Hey du. Du solltest nicht gierig nach seltenen Gegenständen sein, sonst zerstört es dich. Ho ho~"
PROPQUEST_SCENARIO_INC_000448,"Hmmm I did not know he could make something like this, but I cannot say that I am surprised.",Ja.. Ja.. Oh.. Er war es.. Ich wusste es nicht.
PROPQUEST_SCENARIO_INC_000449,"It is no secret why I am called the Great Magician. Though, I have learned that being a great magician, does not make you a great person. *cough*",Du wunderst dich warum ich eine große Zauberin genannt werde? Das ist ein Geheimnis. Ho ho~
PROPQUEST_SCENARIO_INC_000450,"This is it. I have to check this first, so please come back to me in a minute.","Das ist es. Ich will es erst untersuchen, bitte komme in einer Minute wieder."
PROPQUEST_SCENARIO_INC_000452,Chapter 3 Purple Magician: Identity of the Purple Magician,Kapitel 3 Der violette Magier: Die Identität des violetten Magiers
PROPQUEST_SCENARIO_INC_000453,"*cough* *cough* This bead, with all of its power, was crafted by the only pupil I ever had, Lapranche. *cough*","*hust* *hust* Diese Perle, mit all ihrer Macht, wurde von meinem besten Schüler Lapranche hergestellt. *hust*"
PROPQUEST_SCENARIO_INC_000454,She is the Black Magician. I was also the Black Magician at one point. We have often been confused for each other throughout history. *Sigh* It seems that Lapranche found out about them.,Er ist der Black Magican. Ich bin auch der Black Magican. Vielleicht weisst du.. Er scheint nun auch zu wissen.. puh..
PROPQUEST_SCENARIO_INC_000455,"You believe in them now right? If you are looking to me for answers about what they were, you are wasting your time. All I know is that they created all of Madrigal and that they were once agents of Rhisis.","(Sieht mich an) Du willst etwas über sie wissen? Das einzige was ich weiss ist, dass sie einst die Welt erschaffen haben. Und sie wiederum wurden vom Gott Rhsis erschaffen."
PROPQUEST_SCENARIO_INC_000456,"Yes Lapranche found out about them and attempted to bring them back to this world with the Purple Magic, the same magic that drained me of so much.","Ja. Er kam, um etwas über sie zu erfahren und benutzte lila Magie. Die lila Magie machte mich zu dem was ich bin."
PROPQUEST_SCENARIO_INC_000457,Do me a favor would you?,Hey du. Bitte tue mir ein Gefallen..
PROPQUEST_SCENARIO_INC_000459,You are afraid. I am not surprised. The world hangs in the balance. Who would not be scared? Go on. Get out of here.,"Wie kannst du meine bitte ablehnen, ehe ich dich gefragt habe? Hmm.. Hast du Angst? Ho ho ho~"
PROPQUEST_SCENARIO_INC_000460,What a terrible... Where did they come from? Did you see them? Renegade Blades seemingly hired to kill me. It would appear that I know too much. What is that you have there?,"Oh danke. ich wurde beinahe getötet. Warum um alles in der Welt greifen sie mich an? Was für ein schrecklicher.. Nebenbei, was hälst du in der Hand?"
PROPQUEST_SCENARIO_INC_000461,"Oh, this! Is this the book that Laola wrote? Amazing","Oh, das! Ist das das Buch, das Laola geschrieben hat? Erstaunlich"
PROPQUEST_SCENARIO_INC_000462,"Fine. Now we can begin the real reconstruction of the history of our world. Thank you. Oh, I may need you later on. See you then.","Gut! Darauf basierend können wir mit der echten Studie beginnen. Danke. Oh, vielleicht habe ich später nochmal eine Frage an dich. Bis bald."
PROPQUEST_SCENARIO_INC_000463,You could not find Loala? It is not like he is hiding or anything. Please try again.,"Hast du Laola getroffen? I weiss Ainceknight ist sehr groß, aber du solltest keine Schwierigkeiten haben sie zu finden. Bitte versuche es nochmal."
PROPQUEST_SCENARIO_INC_000464,Please deliver this book to Gothante. This may not be enough to save the world but it should be useful. Thank you and good luck.,"Hier sind die Daten die ich untersucht habe. Bitte bringe sie zu Gothante. Es ist nicht viel, aber es wird sehr hilfreich sein. Viel Glück. "
PROPQUEST_SCENARIO_INC_000466,Chapter 4 Their Shadow,Kapitel 4 Ihr Schatten
PROPQUEST_SCENARIO_INC_000467,"Oh, nice to see you again. I have found something based on the data you gave me. You know more than most about the Clowns at this point.","Oh, schön dich wiederzusehen. Durch die Daten, die du mir gegeben hast, habe ich etwas gefunden. Hast du jemals was von den Clowns gehört?"
PROPQUEST_SCENARIO_INC_000468,"People have been talking about them for some time now. They are known as three devils that created our continents on accident and are bent on destroying them. During the Hero War, they were said to stand against the heroes of our land.","Die Leute reden schon seit einiger Zeit über sie. Sie sind als die 3 Teufel bekannt, die unsere Kontinente aus Versehen erschaffen haben, und nun alles tun wollen um sie wieder zu zerstören. Man sagt dass sie sich während des Heldenkriegs gegen die Helden unseres Landes gestellt haben."
PROPQUEST_SCENARIO_INC_000469,"Lapranche was there, at the end of the Hero War, she was made the slave of One of the three Clown Gods. Shade, Goddess of Evil. Shade, marrying her Godly presence to the great power of Laola, attempted to destroy Bubble, God of Good, while Iblis, God of Neutrality, watched unmoved. Bubble rallied the heroes of Madrigal and stood against Shade with the strongest army our world has ever know at her back.","Lapranche war dabei, als sie am Ende des Heldenkriegs zur Sklavin eines der drei Clown-Götter gemacht wurde. Shade, Göttin des Bösen. Shade verband ihre göttliche Präsenz mit der großen Macht von Laola und versuchte, Bubble, den Gott des Guten, zu vernichten, während Iblis, der Gott der Neutralität, ungerührt zusah. Bubble rief die Helden von Madrigal zusammen und stellte sich Shade mit der stärksten Armee, die unsere Welt je gesehen hat, in den Weg."
PROPQUEST_SCENARIO_INC_000470,"Poor Lapranche, the things she must have gone through And all this history has been distorted by the History Society. Curse them!","Die arme Lapranche, was sie alles durchgemacht haben muss. Und all diese Geschichte wurde von der Geschichtsgesellschaft entstellt. Verflucht seien sie!"
PROPQUEST_SCENARIO_INC_000471,*sigh* Would you help me return this to Martinyc. She deserves to know what she helped uncover.,"(Er gewinnt seine Fassung wieder) Jedenfalls, würdest du mir einen Gefallen tun? Könntest du nochmal zu Martinyc gehen?"
PROPQUEST_SCENARIO_INC_000473,"I see, you have something important to do. Would you come back to me after finishing that?","Ja, du hast wichtiges zu erledigen. Würdest du zu mir zurückkommen, wenn du damit fertig bist?"
PROPQUEST_SCENARIO_INC_000474,Long time no see! Are you coming back to let me know that I was right?,"Lange nicht gesehen! Bist du zurückgekommen, um mich wissen zu lassen das ich Recht hatte?"
PROPQUEST_SCENARIO_INC_000475,"Yeah! I knew it! By the way, what is that?","(Ich nicke) Ja!! Ich wusste es!! Ho ho ho~ Nebenbei, was hast du da?"
PROPQUEST_SCENARIO_INC_000476,"Oh, now I wish I had been wrong! Thank you for bringing this to me. We will see each other again. Goodbye.","Oh wow! Jetzt wünschte ich, dass ich falsch gelegen hätte.. Danke, dass du mir das gebracht hast. Wir sehen uns irgendwann einmal wieder. Auf Wiedersehen!"
PROPQUEST_SCENARIO_INC_000477,Have you brought something from the History Society? No? Then are you coming back just to talk to me? I am too shy for that.,Hast du etwas von der Geschichtsgesellschaft mitgebracht? Nein? Dann kommst du zu mir zurück? Ich bin schüchtern~
PROPQUEST_SCENARIO_INC_000478,Here is all the data I have. Please deliver this to Martinyc.,"Hier sind alle Daten, die ich habe. Bitte bringe sie zu Martinyc. "
PROPQUEST_SCENARIO_INC_000480,Journal of an Adventurer,Tagebuch eines Abenteurers.
PROPQUEST_SCENARIO_INC_000482,Journal of an Adventurer (1),"Tagebuch eines Abenteurers, Kapitel 1."
PROPQUEST_SCENARIO_INC_000483,"Hello Adventurer. Although you don't know me, I must ask a favor of you. I have found something… incredible. Bring it to the Mayor of Darkon right away.","Hallo Abenteurer. Obwohl du mich nicht kennst, muss ich dich um einen Gefallen bitten. Ich habe etwas... Unglaubliches gefunden. Bring es sofort zum Bürgermeister von Darkon."
PROPQUEST_SCENARIO_INC_000484,"Thank you, I am in your debt.","Ich danke Ihnen, ich stehe in Ihrer Schuld."
PROPQUEST_SCENARIO_INC_000485,You can not understand the implications of this quest… He needs this book!,Sie können die Tragweite dieser Suche nicht verstehen... Er braucht dieses Buch!
PROPQUEST_SCENARIO_INC_000486,"You seem to have something important to say, what is it?","Sie scheinen etwas Wichtiges zu sagen zu haben, was ist es?"
PROPQUEST_SCENARIO_INC_000487,OH MY! I can't believe this! The diary of the adventurer Bartholomew Hunt…,OH MEIN! Ich kann es nicht glauben! Das Tagebuch des Abenteurers Bartholomew Hunt...
PROPQUEST_SCENARIO_INC_000488,Deliver the Diary to the Mayor of Darkon.,Übergeben Sie das Tagebuch an den Bürgermeister von Darkon.
PROPQUEST_SCENARIO_INC_000490,Journal of an Adventurer (2),"Tagebuch eines Abenteurers, Kapitel 2."
PROPQUEST_SCENARIO_INC_000491,"You should hear this. This is the diary of the adventurer Bartholomew Hunt. My grand father knew of him, he was a legend at one time…","Das sollten Sie hören. Dies ist das Tagebuch des Abenteurers Bartholomew Hunt. Mein Großvater kannte ihn, er war einst eine Legende..."
PROPQUEST_SCENARIO_INC_000492,HA! Look at this… he is claiming that he discovered a new continent. New continent? How absurd!,"HA! Sieh dir das an... er behauptet, er habe einen neuen Kontinent entdeckt. Einen neuen Kontinent? Wie absurd!"
PROPQUEST_SCENARIO_INC_000493,"I can't read the writing here, it appears to be a code of some sort. Maybe the Sage Radion can figure out what this writing is. Please bring him the diary.","Ich kann die Schrift hier nicht lesen, es scheint eine Art Code zu sein. Vielleicht kann der Sage Radion herausfinden, was diese Schrift bedeutet. Bitte bringt ihm das Tagebuch."
PROPQUEST_SCENARIO_INC_000494,"Sage Radion is is in the Northern Leren Mountains, near the Fountain of Dead Person.","Sage Radion befindet sich im Northern Leren Mountains, in der Nähe des Fountain of Dead Person."
PROPQUEST_SCENARIO_INC_000495,You are to busy? If this information is accurate do you know what this could mean?,"Sie sind zu beschäftigt? Wenn diese Informationen zutreffen, wissen Sie, was das bedeuten könnte?"
PROPQUEST_SCENARIO_INC_000496,What brings you to see me?,Was führt Dich zu mir?
PROPQUEST_SCENARIO_INC_000497,"If the Mayor of Darkon sent you, it must be important. Let me see the Diary.","Wenn der Bürgermeister von Darkon dich schickt, muss es wichtig sein. Lass mich das Tagebuch sehen."
PROPQUEST_SCENARIO_INC_000498,Find the Sage Radion to decode the writing in the Diary.,"Finde den Sage Radion, um die Schrift im Tagebuch zu entziffern."
PROPQUEST_SCENARIO_INC_000501,Journal of an Adventurer (3),"Tagebuch eines Abenteurers, Kapitel 3."
PROPQUEST_SCENARIO_INC_000502,"Why, this is not a code… Amazing! The language of the Ancient Tribe. This Bartholomew Hunt must have really known his stuff. Maybe there is more to this…",Das ist doch kein Code... Erstaunlich! Die Sprache des antiken Stammes. Dieser Bartholomew Hunt muss sich wirklich gut ausgekannt haben. Vielleicht ist da mehr dran...
PROPQUEST_SCENARIO_INC_000503,"I have translated the Ancient language. Bring this Translated Document to the Mayor of Darkon. Keep it safe, this is truly a special thing!","Ich habe die Sprache der Antiker übersetzt. Bringt dieses übersetzte Dokument zum Bürgermeister von Darkon. Bewahre es sicher auf, es ist wirklich etwas Besonderes!"
PROPQUEST_SCENARIO_INC_000504,You are playing an important role in historic events.,Sie spielen eine wichtige Rolle bei historischen Ereignissen.
PROPQUEST_SCENARIO_INC_000505,I can't believe it! The possibility of a new land and you are not interested?,Ich kann es nicht glauben! Die Möglichkeit eines neuen Landes und du bist nicht interessiert?
PROPQUEST_SCENARIO_INC_000506,You can't imagine how eagerly I've been waiting for you to return. Have you met the Sage Radion? Is there news?,"Ihr könnt Euch nicht vorstellen, wie sehnsüchtig ich auf Eure Rückkehr gewartet habe. Habt Ihr den Sage Radion getroffen? Gibt es Neuigkeiten?"
PROPQUEST_SCENARIO_INC_000507,He was able to translate it? Wonderful. Now we can see if this is real or just a wild goose chase… Give me a moment to read through this.,"Er konnte es übersetzen? Wunderbar. Jetzt können wir sehen, ob das echt ist oder nur eine wilde Verfolgungsjagd... Geben Sie mir einen Moment, um das durchzulesen."
PROPQUEST_SCENARIO_INC_000508,Bring the translated document to the Mayor of Darkon.,Bringen Sie das übersetzte Dokument zum Bürgermeister von Darkon.
PROPQUEST_SCENARIO_INC_000741,Chain,Szenario
PROPQUEST_SCENARIO_INC_000742,General,Allgemein
PROPQUEST_SCENARIO_INC_000743,Office,Verwalter
PROPQUEST_SCENARIO_INC_000744,Event,Event
PROPQUEST_SCENARIO_INC_000785,"Don’t worry about the pay. So, please hurry up.",Machen Sie sich keine Sorgen wegen der Bezahlung. Also beeilen Sie sich bitte.
PROPQUEST_SCENARIO_INC_000786,"It is very important, so you'd better hurry!","Es ist sehr wichtig, also beeilen Sie sich lieber!"
PROPQUEST_SCENARIO_INC_000787,The Mayor of Darkon is waiting for you. Hurry!,Der Bürgermeister von Darkon wartet auf dich. Beeil dich!
PROPQUEST_SCENARIO_INC_001245,Chapter 1 The Emerging Darkness,Kapitel 1 Die aufkommende Dunkelheit
PROPQUEST_SCENARIO_INC_001965,Chapter 2 Finding Lost Memory,Kapitel 2 Die Suche nach verlorene Erinnerungen
PROPQUEST_SCENARIO_INC_001966,Chapter 3 Return of Scattered Heroes,Kapitel 3 Die Rückkehr der zerstreuten Helden
PROPQUEST_SCENARIO_INC_001246,Initiation of Champions,Einführung der Champions
PROPQUEST_SCENARIO_INC_001247,"Hmm, I sense an aura of greatness from you young warrior, yet a mind clouded with uncertainty and doubt.","Hmm, ich spüre eine Aura der Größe von dir, junger Krieger, aber auch einen von Unsicherheit und Zweifel getrübten Geist."
PROPQUEST_SCENARIO_INC_001248,"I intend to help you realize your true inner potential. Though I am but a stranger to you, I need you to trust in me. My true identity will be revealed soon enough.","Ich möchte dir helfen, dein wahres inneres Potenzial zu erkennen. Obwohl ich für dich ein Fremder bin, musst du mir vertrauen. Meine wahre Identität wird früh genug enthüllt werden."
